Date,Score
2024-01-01,0.999198888029371
2024-01-02,0.6401167412598928
2024-01-03,0.49670930206775665
2024-01-04,0.9938616096973419
2024-01-05,0.6504366573165444
2024-01-06,0.9994180202484131
2024-01-07,0.9333576560020447
2024-01-08,0.7151075229048729
2024-01-09,0.7043726518750191
2024-01-10,0.9745673015713692
2024-01-11,0.2807826183058999
2024-01-12,0.9988918602466583
2024-01-13,0.7183202107747396
2024-01-14,0.9875264540314674
2024-01-15,0.9451822986205419
2024-01-16,0.9602285623550415
2024-01-17,0.9865678440440785
2024-01-18,0.8130184682932767
2024-01-19,0.9990654945373535
2024-01-20,0.5517452955245972
2024-01-21,0.9587056636810303
2024-01-22,0.7943792144457499
2024-01-23,0.9719197750091553
2024-01-24,0.9969377443194389
2024-01-25,0.7725565897093879
2024-01-26,0.11741346662694757
2024-01-27,0.4344726119722639
2024-01-28,0.972502609093984
2024-01-29,0.9900029812540326
2024-01-30,0.9995367527008057
2024-01-31,0.9994268715381622
2024-02-01,0.8658609936634699
2024-02-02,0.9516304267777337
2024-02-03,0.17342275381088257
2024-02-04,0.9950157999992371
2024-02-05,0.9946035200899298
2024-02-06,0.7939339009198275
2024-02-07,0.9453860372304916
2024-02-08,0.8458982388178508
2024-02-09,0.844817066192627
2024-02-10,0.9855458319187165
2024-02-11,0.9993965923786163
2024-02-12,0.9538756694112506
2024-02-13,0.7481731375058492
2024-02-14,0.9965141043066978
2024-02-15,0.8255087484916052
2024-02-16,0.8132873556830666
2024-02-17,0.33790690700213116
2024-02-18,0.3483667771021525
2024-02-19,0.8028690814971924
2024-02-20,0.9981952355458186
2024-02-21,0.9655449665509738
2024-02-22,0.7742523876103488
2024-02-23,0.961899584531784
2024-02-24,0.9500499566396078
2024-02-25,0.7708419958750407
2024-02-26,0.7841862738132477
2024-02-27,0.4335938036441803
2024-02-28,0.9317462274006435
2024-02-29,0.9312606155872345
2024-03-01,0.5467255583831242
