Date,Score
2024-01-01,0.9900944232940674
2024-01-02,0.5990490555763245
2024-01-03,0.5334543188412985
2024-01-04,0.9663479030132294
2024-01-05,0.6271414533257484
2024-01-06,0.9993276596069336
2024-01-07,0.8818403780460358
2024-01-08,0.6661572953065237
2024-01-09,0.5896742343902588
2024-01-10,0.998039892741612
2024-01-11,0.22294432520866395
2024-01-12,0.9760168542464575
2024-01-13,0.809513579715382
2024-01-14,0.9519118145108223
2024-01-15,0.9848474047400735
2024-01-16,0.9990584999322891
2024-01-17,0.9669204831123352
2024-01-18,0.7745419144630432
2024-01-19,0.9989055514335632
2024-01-20,0.9432494640350342
2024-01-21,0.9995132684707642
2024-01-22,0.6980615683964321
2024-01-23,0.853901743888855
2024-01-24,0.9946249350905418
2024-01-25,0.9994630983897618
2024-01-26,0.07368231903422963
2024-01-27,0.08169746398925781
2024-01-28,0.9003519614537557
2024-01-29,0.9436197536332267
2024-01-30,0.9994828402996063
2024-01-31,0.9988294839859009
2024-02-01,0.9918419501998208
2024-02-02,0.9982667192816734
2024-02-03,0.0023668110370635986
2024-02-04,0.9958916902542114
2024-02-05,0.9638679981231689
2024-02-06,0.9569777581426833
2024-02-07,0.9223529323935509
2024-02-08,0.7785498178922213
2024-02-09,0.8360248712392954
2024-02-10,0.9210238680243492
2024-02-11,0.9990139007568359
2024-02-12,0.9257957339286804
2024-02-13,0.7345250621438026
2024-02-14,0.948674276471138
2024-02-15,0.805721640586853
2024-02-16,0.7929163358428262
2024-02-17,0.34081681569417316
2024-02-18,0.3659857511520386
2024-02-19,0.7746159911155701
2024-02-20,0.9872669279575348
2024-02-21,0.8409543587611272
2024-02-22,0.8019467294216156
2024-02-23,0.5924186838997735
2024-02-24,0.9965750724077225
2024-02-25,0.7119546598858304
2024-02-26,0.7764453755484687
2024-02-27,0.5166737266949245
2024-02-28,0.981895645459493
2024-02-29,0.9662931263446808
2024-03-01,0.7960249781608582
